Collection site,name0,name1,Al1,Al2,Al3,Al4,Al5,Al6,Al7,Old prob,Cluster
Beerwah3,220.5RGQL,220.5RG,159,152,181,152,203,231,153,0.982500028,QL2017
Saharafarms,200.1RGQL,200.1RG,157,143,175,156,212,233,153,0.982336369,QL2017
Mololahvalley,409.2RGQL,409.2RG,161,146,175,154,215,231,137,0.982280075,QL2017
Beerwah2,160.4RGQL,160.4RG,159,143,184,150,215,233,153,0.98223719,QL2017
Beerwah3,110.5RGQL,110.5RG,168,143,181,152,205,231,140,0.982007517,QL2017
Saharafarms,253.1RGQL,253.1RG,159,143,184,150,205,231,153,0.981984553,QL2017
Beerwah1,234.3RGQL,234.3RG,157,143,175,134,199,235,149,0.981941035,QL2017
Saharafarms,515.1RGQL,515.1RG,159,143,175,150,210,231,157,0.981911476,QL2017
Saharafarms,305.1RGQL,305.1RG,170,146,184,134,201,231,140,0.98189001,QL2017
Mololahvalley,152.2RGQL,152.2RG,159,132,175,134,203,231,137,0.98185083,QL2017
Beerwah2,179.4RGQL,179.4RG,170,146,178,150,201,233,140,0.981826206,QL2017
Mololahvalley,339.2RGQL,339.2RG,166,143,178,152,203,233,137,0.981781845,QL2017
Beerwah3,26.5RGQL,26.5RG,157,152,184,152,210,233,149,0.981756172,QL2017
Saharafarms,510.1RGQL,510.1RG,157,143,181,152,209,231,137,0.981610243,QL2017
Beerwah3,199.5RGQL,199.5RG,168,143,175,132,209,231,153,0.981252512,QL2017
Beerwah2,300.4RGQL,300.4RG,170,143,184,132,201,233,149,0.98122929,QL2017
Saharafarms,521.1RGQL,521.1RG,161,143,184,152,210,231,140,0.981121662,QL2017
Beerwah3,250.5RGQL,250.5RG,170,146,175,156,203,231,137,0.981016776,QL2017
Saharafarms,390.1RGQL,390.1RG,157,146,181,134,201,231,153,0.98099285,QL2017
Beerwah2,16.4RGQL,16.4RG,159,146,181,158,203,235,149,0.980942142,QL2017
Saharafarms,131.1RGQL,131.1RG,161,146,178,152,203,231,153,0.980931776,QL2017
Beerwah3,283.5RGQL,283.5RG,157,152,175,154,212,231,137,0.980863377,QL2017
Beerwah2,20.4RGQL,20.4RG,168,143,178,156,203,235,140,0.980842506,QL2017
Mololahvalley,68.2RGQL,68.2RG,168,146,178,154,206,233,149,0.980814004,QL2017
Beerwah2,192.4RGQL,192.4RG,159,152,184,180,201,235,140,0.980749547,QL2017
Beerwah2,118.4RGQL,118.4RG,157,146,178,152,206,235,140,0.980674042,QL2017
Saharafarms,299.1RGQL,299.1RG,157,146,175,166,201,235,149,0.980618166,QL2017
Saharafarms,102.1RGQL,102.1RG,161,143,175,132,210,233,149,0.980599606,QL2017
Mololahvalley,174.2RGQL,174.2RG,159,143,181,152,210,233,157,0.980578917,QL2017
Beerwah1,68.3RGQL,68.3RG,170,146,175,134,212,235,140,0.98045399,QL2017
Saharafarms,454.1RGQL,454.1RG,170,146,184,152,209,235,149,0.980375845,QL2017
Beerwah1,254.3RGQL,254.3RG,168,143,175,154,197,233,149,0.980362031,QL2017
Mololahvalley,508.2RGQL,508.2RG,159,146,175,182,205,235,153,0.980358698,QL2017
Mololahvalley,444.2RGQL,444.2RG,163,146,184,134,203,233,137,0.9802003,QL2017
Saharafarms,433.1RGQL,433.1RG,163,146,175,152,205,235,140,0.98018261,QL2017
Beerwah3,81.5RGQL,81.5RG,159,146,175,132,221,233,153,0.980145541,QL2017
Beerwah3,303.5RGQL,303.5RG,159,146,175,132,221,233,153,0.980145541,QL2017
Beerwah3,366.5RGQL,366.5RG,159,146,175,132,221,233,153,0.980145541,QL2017
Beerwah1,423.3RGQL,423.3RG,159,152,175,134,209,235,149,0.979998944,QL2017
Beerwah2,350.4RGQL,350.4RG,159,143,178,152,215,235,140,0.979990009,QL2017
Beerwah2,239.4RGQL,239.4RG,166,146,175,152,209,233,153,0.979893285,QL2017
Beerwah3,163.5RGQL,163.5RG,159,146,184,178,209,233,149,0.979871945,QL2017
Mololahvalley,158.2RGQL,158.2RG,168,152,178,134,201,233,137,0.979800559,QL2017
Saharafarms,440.1RGQL,440.1RG,161,152,175,152,205,235,137,0.979734442,QL2017
Beerwah2,341.4RGQL,341.4RG,159,146,184,182,210,233,140,0.979690948,QL2017
Beerwah3,165.5RGQL,165.5RG,159,152,175,154,199,235,149,0.979635535,QL2017
Beerwah3,109.5RGQL,109.5RG,159,143,175,180,206,233,149,0.97959942,QL2017
Mololahvalley,469.2RGQL,469.2RG,161,146,181,150,203,233,153,0.979483035,QL2017
Mololahvalley,129.2RGQL,129.2RG,157,143,175,154,221,235,149,0.979406528,QL2017
Mololahvalley,334.2RGQL,334.2RG,159,143,184,132,195,235,140,0.979238724,QL2017
Beerwah2,57.4RGQL,57.4RG,159,143,175,180,215,235,137,0.979209881,QL2017
Mololahvalley,456.2RGQL,456.2RG,168,143,175,134,206,231,140,0.979162166,QL2017
Beerwah1,432.3RGQL,432.3RG,168,146,178,168,201,233,137,0.978912206,QL2017
Mololahvalley,387.2RGQL,387.2RG,170,146,178,150,203,233,137,0.978887885,QL2017
Beerwah1,204.3RGQL,204.3RG,168,143,184,156,212,235,137,0.978783022,QL2017
Mololahvalley,310.2RGQL,310.2RG,168,146,181,152,215,235,140,0.978588815,QL2017
Saharafarms,113.1RGQL,113.1RG,168,146,184,158,210,233,137,0.978479384,QL2017
Mololahvalley,401.2RGQL,401.2RG,159,143,175,154,215,235,157,0.978457181,QL2017
Saharafarms,364.1RGQL,364.1RG,159,143,181,150,205,235,140,0.978164892,QL2017
Beerwah3,245.5RGQL,245.5RG,168,152,181,154,203,235,149,0.978140108,QL2017
Beerwah2,320.4RGQL,320.4RG,168,143,184,168,201,233,153,0.978062155,QL2017
Mololahvalley,123.2RGQL,123.2RG,168,132,175,154,210,233,137,0.978022926,QL2017
Saharafarms,197.1RGQL,197.1RG,161,146,184,152,199,233,140,0.978015427,QL2017
Beerwah2,37.4RGQL,37.4RG,168,146,184,134,210,231,149,0.977741945,QL2017
Beerwah1,414.3RGQL,414.3RG,168,143,184,156,209,233,137,0.977703781,QL2017
Saharafarms,170.1RGQL,170.1RG,170,146,184,132,201,233,153,0.977615795,QL2017
Saharafarms,17.1RGQL,17.1RG,157,146,181,154,209,235,149,0.977481194,QL2017
Beerwah3,215.5RGQL,215.5RG,164,146,175,154,203,231,137,0.977310883,QL2017
Saharafarms,442.1RGQL,442.1RG,159,146,175,150,195,235,157,0.977225072,QL2017
Beerwah2,198.4RGQL,198.4RG,157,146,175,152,221,231,140,0.977214242,QL2017
Beerwah2,324.4RGQL,324.4RG,157,143,181,152,205,233,149,0.977187906,QL2017
Mololahvalley,108.2RGQL,108.2RG,159,152,184,152,206,233,140,0.977132117,QL2017
Beerwah2,4.4RGQL,4.4RG,170,146,175,134,203,231,153,0.977027534,QL2017
Beerwah1,65.3RGQL,65.3RG,159,146,175,148,212,233,137,0.976984572,QL2017
Beerwah1,407.3RGQL,407.3RG,157,143,184,134,210,235,149,0.976960805,QL2017
Beerwah3,263.5RGQL,263.5RG,159,143,181,154,212,231,140,0.976818372,QL2017
Beerwah1,174.3RGQL,174.3RG,157,146,184,168,201,233,149,0.976772446,QL2017
Beerwah1,93.3RGQL,93.3RG,157,146,175,158,205,233,137,0.976736258,QL2017
Beerwah3,137.5RGQL,137.5RG,159,146,181,152,210,235,157,0.976564229,QL2017
Mololahvalley,168.2RGQL,168.2RG,157,152,175,152,206,233,140,0.976563256,QL2017
Mololahvalley,57.2RGQL,57.2RG,170,146,181,154,201,235,153,0.976546487,QL2017
Beerwah1,437.3RGQL,437.3RG,159,143,184,154,201,235,160,0.976513439,QL2017
Beerwah1,104.3RGQL,104.3RG,161,146,175,134,195,235,137,0.976133909,QL2017
Beerwah2,325.4RGQL,325.4RG,157,146,181,180,201,233,140,0.976126033,QL2017
Saharafarms,256.1RGQL,256.1RG,170,143,175,150,212,235,137,0.97601406,QL2017
Mololahvalley,465.2RGQL,465.2RG,168,143,178,132,203,235,153,0.975765377,QL2017
Beerwah1,344.3RGQL,344.3RG,159,146,181,158,203,235,140,0.975722956,QL2017
Mololahvalley,484.2RGQL,484.2RG,159,152,184,150,201,231,149,0.975703323,QL2017
Mololahvalley,186.2RGQL,186.2RG,159,152,181,150,203,233,140,0.975681227,QL2017
Beerwah3,21.5RGQL,21.5RG,161,143,178,152,201,231,140,0.975628957,QL2017
Beerwah1,73.3RGQL,73.3RG,159,132,175,154,201,231,153,0.975524355,QL2017
Beerwah1,55.3RGQL,55.3RG,168,146,181,132,201,231,149,0.975466471,QL2017
Beerwah1,91.3RGQL,91.3RG,168,146,175,156,206,235,140,0.97543771,QL2017
Saharafarms,316.1RGQL,316.1RG,161,143,175,154,210,231,149,0.975412942,QL2017
Mololahvalley,318.2RGQL,318.2RG,157,143,181,150,201,231,140,0.975396376,QL2017
Beerwah2,287.4RGQL,287.4RG,168,146,184,156,203,231,153,0.975381578,QL2017
Beerwah3,174.5RGQL,174.5RG,159,143,184,134,195,233,149,0.975370258,QL2017
Mololahvalley,423.2RGQL,423.2RG,157,146,175,164,201,235,140,0.975311377,QL2017
Beerwah1,3.3RGQL,3.3RG,168,146,184,150,195,235,149,0.975257036,QL2017
Beerwah3,155.5RGQL,155.5RG,168,143,175,180,206,233,137,0.975190512,QL2017
Mololahvalley,169.2RGQL,169.2RG,159,143,175,154,205,231,157,0.975160336,QL2017
Beerwah2,191.4RGQL,191.4RG,159,143,184,150,210,231,153,0.975140169,QL2017
Beerwah3,49.5RGQL,49.5RG,170,143,175,154,210,231,137,0.975044721,QL2017
Saharafarms,331.1RGQL,331.1RG,163,143,175,152,209,233,137,0.974975004,QL2017
Mololahvalley,198.2RGQL,198.2RG,159,143,175,166,203,233,153,0.974681948,QL2017
Beerwah2,69.4RGQL,69.4RG,168,143,175,154,199,231,153,0.97462932,QL2017
Beerwah2,295.4RGQL,295.4RG,159,146,184,150,199,235,153,0.97454214,QL2017
Beerwah1,215.3RGQL,215.3RG,168,143,184,154,210,233,157,0.974506756,QL2017
Beerwah3,48.5RGQL,48.5RG,157,152,175,152,212,231,137,0.974348058,QL2017
Beerwah3,105.5RGQL,105.5RG,157,152,175,152,212,231,137,0.974348058,QL2017
Mololahvalley,300.2RGQL,300.2RG,170,146,175,154,195,233,140,0.974295178,QL2017
Beerwah2,72.4RGQL,72.4RG,168,146,175,168,210,233,140,0.973859732,QL2017
Beerwah2,429.4RGQL,429.4RG,168,146,175,168,210,233,140,0.973859732,QL2017
Saharafarms,70.1RGQL,70.1RG,157,143,175,134,199,233,140,0.973844575,QL2017
Saharafarms,375.1RGQL,375.1RG,159,143,178,156,201,235,149,0.973817702,QL2017
Mololahvalley,459.2RGQL,459.2RG,168,152,178,154,201,233,149,0.973806928,QL2017
Saharafarms,370.1RGQL,370.1RG,170,143,175,152,206,233,140,0.973721459,QL2017
Mololahvalley,258.2RGQL,258.2RG,168,146,178,156,203,235,140,0.973719138,QL2017
Beerwah3,278.5RGQL,278.5RG,170,146,184,152,201,235,157,0.973656984,QL2017
Mololahvalley,162.2RGQL,162.2RG,159,146,175,134,221,233,153,0.973614469,QL2017
Beerwah2,120.4RGQL,120.4RG,168,143,175,178,201,235,157,0.973533495,QL2017
Mololahvalley,443.2RGQL,443.2RG,168,146,184,178,212,233,137,0.973518434,QL2017
Beerwah3,346.5RGQL,346.5RG,159,146,184,132,206,233,149,0.973402433,QL2017
Beerwah3,409.5RGQL,409.5RG,159,146,184,132,206,233,149,0.973402433,QL2017
Mololahvalley,93.2RGQL,93.2RG,161,143,184,154,210,233,149,0.973386946,QL2017
Beerwah1,420.3RGQL,420.3RG,170,143,175,154,203,235,157,0.973375188,QL2017
Beerwah1,7.3RGQL,7.3RG,168,143,178,134,201,231,140,0.97332942,QL2017
Beerwah1,425.3RGQL,425.3RG,170,146,184,154,210,233,140,0.973328833,QL2017
Mololahvalley,542.2RGQL,542.2RG,166,143,184,154,201,233,149,0.973300841,QL2017
Beerwah1,243.3RGQL,243.3RG,159,152,184,152,195,235,137,0.97329752,QL2017
Beerwah3,41.5RGQL,41.5RG,168,143,178,154,210,233,153,0.973200427,QL2017
Mololahvalley,473.2RGQL,473.2RG,161,146,175,154,195,235,153,0.973105377,QL2017
Saharafarms,153.1RGQL,153.1RG,168,143,175,134,221,233,137,0.973088328,QL2017
Beerwah2,68.4RGQL,68.4RG,168,143,181,134,210,233,137,0.97301415,QL2017
Mololahvalley,287.2RGQL,287.2RG,157,152,175,154,203,233,157,0.973006775,QL2017
Beerwah1,278.3RGQL,278.3RG,168,143,178,150,203,231,140,0.972989035,QL2017
Beerwah3,314.5RGQL,314.5RG,159,146,184,152,206,235,157,0.972792449,QL2017
Beerwah3,377.5RGQL,377.5RG,159,146,184,152,206,235,157,0.972792449,QL2017
Beerwah1,124.3RGQL,124.3RG,159,132,175,154,212,233,137,0.972503608,QL2017
Beerwah2,1.4RGQL,1.4RG,170,143,175,150,210,235,137,0.972116837,QL2017
Mololahvalley,44.2RGQL,44.2RG,159,152,175,152,195,231,137,0.971958546,QL2017
Beerwah1,70.3RGQL,70.3RG,159,146,184,180,209,233,140,0.9719075,QL2017
Mololahvalley,101.2RGQL,101.2RG,161,146,181,150,201,233,149,0.971768017,QL2017
Beerwah3,115.5RGQL,115.5RG,164,146,184,152,201,233,140,0.971662347,QL2017
Beerwah2,97.4RGQL,97.4RG,170,146,184,152,209,233,140,0.97158787,QL2017
Beerwah2,187.4RGQL,187.4RG,168,146,178,154,195,235,137,0.971465845,QL2017
Beerwah3,231.5RGQL,231.5RG,161,146,175,150,195,235,137,0.971095469,QL2017
Beerwah1,475.3RGQL,475.3RG,159,143,184,150,209,231,140,0.971050835,QL2017
Beerwah1,346.3RGQL,346.3RG,157,143,184,152,210,231,153,0.97091445,QL2017
Saharafarms,360.1RGQL,360.1RG,168,146,181,154,209,235,153,0.970835589,QL2017
Beerwah1,4.3RGQL,4.3RG,159,152,181,134,201,235,137,0.970669727,QL2017
Beerwah2,228.4RGQL,228.4RG,157,146,184,150,195,235,137,0.970640002,QL2017
Saharafarms,466.1RGQL,466.1RG,157,146,184,150,195,235,137,0.970640002,QL2017
Beerwah3,336.5RGQL,336.5RG,164,146,184,154,201,233,137,0.970630767,QL2017
Beerwah3,399.5RGQL,399.5RG,164,146,184,154,201,233,137,0.970630767,QL2017
Saharafarms,226.1RGQL,226.1RG,168,146,178,154,209,235,149,0.970435081,QL2017
Beerwah3,91.5RGQL,91.5RG,159,146,175,134,203,233,160,0.970347266,QL2017
Beerwah2,368.4RGQL,368.4RG,166,146,175,134,203,233,149,0.970346828,QL2017
Saharafarms,224.1RGQL,224.1RG,170,146,184,134,201,233,153,0.97026527,QL2017
Beerwah2,110.4RGQL,110.4RG,157,143,184,178,203,235,140,0.970125252,QL2017
Beerwah3,112.5RGQL,112.5RG,168,146,181,154,199,233,137,0.970049321,QL2017
Beerwah3,234.5RGQL,234.5RG,159,143,181,182,201,233,137,0.96988229,QL2017
Beerwah3,239.5RGQL,239.5RG,159,143,181,182,201,233,137,0.96988229,QL2017
Mololahvalley,513.2RGQL,513.2RG,157,143,181,152,212,235,140,0.969695339,QL2017
Beerwah1,111.3RGQL,111.3RG,168,146,175,156,205,233,153,0.969562314,QL2017
Beerwah2,263.4RGQL,263.4RG,163,143,175,154,203,231,137,0.969418624,QL2017
Beerwah2,188.4RGQL,188.4RG,157,152,178,152,203,235,137,0.96937173,QL2017
Mololahvalley,406.2RGQL,406.2RG,170,143,175,132,201,231,137,0.969328481,QL2017
Mololahvalley,453.2RGQL,453.2RG,168,152,184,150,201,235,153,0.969298681,QL2017
Beerwah2,241.4RGQL,241.4RG,161,146,184,152,212,231,137,0.969070443,QL2017
Beerwah2,407.4RGQL,407.4RG,168,143,178,134,203,231,137,0.969039153,QL2017
Beerwah1,221.3RGQL,221.3RG,159,146,181,178,203,233,149,0.969007973,QL2017
Beerwah1,119.3RGQL,119.3RG,159,143,175,145,201,233,137,0.968940717,QL2017
Beerwah2,209.4RGQL,209.4RG,159,146,184,180,210,235,140,0.968926471,QL2017
Beerwah1,165.3RGQL,165.3RG,168,146,175,134,205,231,153,0.968846636,QL2017
Beerwah3,236.5RGQL,236.5RG,168,146,175,134,205,231,153,0.968846636,QL2017
Saharafarms,483.1RGQL,483.1RG,168,143,184,132,201,233,157,0.968669281,QL2017
Beerwah1,228.3RGQL,228.3RG,159,146,178,132,201,231,149,0.968565969,QL2017
Mololahvalley,494.2RGQL,494.2RG,159,146,184,150,206,231,137,0.968527623,QL2017
Beerwah2,399.4RGQL,399.4RG,161,143,175,150,209,233,140,0.968392698,QL2017
Beerwah3,173.5RGQL,173.5RG,161,143,175,150,209,233,140,0.968392698,QL2017
Beerwah1,247.3RGQL,247.3RG,159,143,184,152,205,235,157,0.968320745,QL2017
Saharafarms,326.1RGQL,326.1RG,168,143,178,152,195,233,137,0.968314085,QL2017
Beerwah1,339.3RGQL,339.3RG,168,146,175,156,212,235,153,0.968242268,QL2017
Beerwah2,395.4RGQL,395.4RG,159,143,175,176,201,235,140,0.968220994,QL2017
Beerwah1,290.3RGQL,290.3RG,168,152,175,150,212,235,137,0.968138031,QL2017
Mololahvalley,303.2RGQL,303.2RG,159,143,184,154,212,233,157,0.968118873,QL2017
Mololahvalley,42.2RGQL,42.2RG,157,143,175,134,199,235,137,0.968059245,QL2017
Beerwah3,271.5RGQL,271.5RG,161,146,178,134,201,235,137,0.968058666,QL2017
Beerwah1,491.3RGQL,491.3RG,157,146,175,154,197,233,137,0.968042685,QL2017
Saharafarms,68.1RGQL,68.1RG,157,146,175,180,205,235,137,0.96793326,QL2017
Mololahvalley,437.2RGQL,437.2RG,159,146,169,152,203,233,137,0.967816272,QL2017
Beerwah2,8.4RGQL,8.4RG,159,146,175,150,197,235,137,0.967810574,QL2017
Mololahvalley,367.2RGQL,367.2RG,168,146,175,148,203,233,149,0.967444791,QL2017
Beerwah2,260.4RGQL,260.4RG,159,143,175,180,205,233,149,0.967424016,QL2017
Beerwah2,441.4RGQL,441.4RG,157,143,175,150,215,235,137,0.96741732,QL2017
Beerwah1,263.3RGQL,263.3RG,159,146,181,178,201,235,149,0.967399289,QL2017
Beerwah1,306.3RGQL,306.3RG,161,146,175,134,205,233,140,0.967370146,QL2017
Saharafarms,180.1RGQL,180.1RG,168,143,175,150,212,231,153,0.967362578,QL2017
Beerwah1,248.3RGQL,248.3RG,157,146,184,152,215,233,149,0.967206247,QL2017
Mololahvalley,86.2RGQL,86.2RG,159,146,175,178,209,231,137,0.967125089,QL2017
Saharafarms,373.1RGQL,373.1RG,168,143,178,132,201,233,153,0.967068914,QL2017
Beerwah1,195.3RGQL,195.3RG,159,143,178,154,210,231,137,0.96703387,QL2017
Beerwah3,194.5RGQL,194.5RG,157,152,175,154,212,233,140,0.966877625,QL2017
Beerwah1,477.3RGQL,477.3RG,161,146,175,134,201,235,157,0.966832292,QL2017
Beerwah3,205.5RGQL,205.5RG,168,143,178,132,201,235,149,0.966676356,QL2017
Saharafarms,227.1RGQL,227.1RG,159,146,175,168,210,235,140,0.966574075,QL2017
Mololahvalley,69.2RGQL,69.2RG,159,146,184,164,201,235,137,0.966564479,QL2017
Beerwah2,74.4RGQL,74.4RG,161,143,175,134,203,231,149,0.966442643,QL2017
Mololahvalley,322.2RGQL,322.2RG,159,143,175,152,197,235,149,0.966342985,QL2017
Saharafarms,523.1RGQL,523.1RG,170,152,175,152,201,235,149,0.966048205,QL2017
Mololahvalley,543.2RGQL,543.2RG,159,146,178,154,195,233,140,0.966047936,QL2017
Saharafarms,209.1RGQL,209.1RG,159,146,181,180,203,233,149,0.966047878,QL2017
Beerwah1,208.3RGQL,208.3RG,159,146,184,150,210,231,153,0.96593359,QL2017
Mololahvalley,160.2RGQL,160.2RG,168,143,175,154,203,233,160,0.965933468,QL2017
Beerwah2,76.4RGQL,76.4RG,157,146,184,150,203,235,157,0.965882441,QL2017
Mololahvalley,311.2RGQL,311.2RG,157,146,184,150,203,235,157,0.965882441,QL2017
Mololahvalley,450.2RGQL,450.2RG,157,143,181,150,201,231,137,0.96585476,QL2017
Beerwah2,265.4RGQL,265.4RG,157,146,175,154,199,231,140,0.965822362,QL2017
Saharafarms,397.1RGQL,397.1RG,161,146,178,154,203,233,153,0.965796693,QL2017
Saharafarms,444.1RGQL,444.1RG,159,143,181,150,210,233,140,0.96578988,QL2017
Mololahvalley,159.2RGQL,159.2RG,157,146,175,166,201,235,137,0.965737381,QL2017
Beerwah1,481.3RGQL,481.3RG,170,143,175,154,209,233,140,0.965676663,QL2017
Beerwah2,70.4RGQL,70.4RG,159,143,175,150,209,233,157,0.965429046,QL2017
Mololahvalley,393.2RGQL,393.2RG,168,143,175,154,221,233,149,0.965138731,QL2017
Mololahvalley,164.2RGQL,164.2RG,157,143,175,154,205,231,153,0.965062911,QL2017
Beerwah1,98.3RGQL,98.3RG,168,143,181,152,212,233,153,0.964977492,QL2017
Mololahvalley,348.2RGQL,348.2RG,168,152,178,152,201,233,149,0.964932431,QL2017
Beerwah1,176.3RGQL,176.3RG,170,146,175,132,203,231,137,0.964852569,QL2017
Beerwah2,197.4RGQL,197.4RG,168,152,175,154,203,235,157,0.964648467,QL2017
Mololahvalley,472.2RGQL,472.2RG,168,146,175,156,210,231,137,0.964503775,QL2017
Mololahvalley,269.2RGQL,269.2RG,157,143,175,152,209,235,157,0.964418924,QL2017
Beerwah2,204.4RGQL,204.4RG,168,143,184,152,215,233,149,0.9643809,QL2017
Saharafarms,372.1RGQL,372.1RG,161,143,184,152,210,233,149,0.964372776,QL2017
Saharafarms,34.1RGQL,34.1RG,159,152,175,132,203,231,140,0.964330997,QL2017
Beerwah3,229.5RGQL,229.5RG,168,146,184,150,195,233,140,0.964218953,QL2017
Saharafarms,85.1RGQL,85.1RG,170,146,175,134,210,233,137,0.964147221,QL2017
Saharafarms,347.1RGQL,347.1RG,159,143,175,132,215,233,140,0.9640997,QL2017
Mololahvalley,446.2RGQL,446.2RG,170,146,184,152,205,233,137,0.964045163,QL2017
Beerwah1,287.3RGQL,287.3RG,168,143,181,180,201,233,137,0.964008144,QL2017
Saharafarms,420.1RGQL,420.1RG,168,146,184,156,203,231,140,0.963974233,QL2017
Saharafarms,260.1RGQL,260.1RG,161,143,184,152,209,233,140,0.963932878,QL2017
Saharafarms,383.1RGQL,383.1RG,159,143,181,150,201,231,153,0.963636512,QL2017
Beerwah1,249.3RGQL,249.3RG,170,146,175,132,203,235,153,0.963468607,QL2017
Mololahvalley,252.2RGQL,252.2RG,168,143,178,134,203,233,153,0.963438162,QL2017
Mololahvalley,485.2RGQL,485.2RG,161,143,175,152,215,235,137,0.963396969,QL2017
Mololahvalley,50.2RGQL,50.2RG,159,146,181,152,206,233,153,0.963143059,QL2017
Saharafarms,352.1RGQL,352.1RG,168,152,184,132,203,233,137,0.963141518,QL2017
Saharafarms,472.1RGQL,472.1RG,159,146,181,154,210,231,140,0.963084143,QL2017
Saharafarms,195.1RGQL,195.1RG,170,146,175,154,209,233,149,0.963050923,QL2017
Mololahvalley,182.2RGQL,182.2RG,157,143,175,134,205,235,149,0.962935753,QL2017
Mololahvalley,421.2RGQL,421.2RG,168,143,181,152,209,233,149,0.962771641,QL2017
Beerwah3,107.5RGQL,107.5RG,159,146,175,180,209,235,153,0.9625712,QL2017
Beerwah3,201.5RGQL,201.5RG,168,146,184,134,206,235,137,0.962253628,QL2017
Saharafarms,436.1RGQL,436.1RG,161,146,175,178,201,235,149,0.962159686,QL2017
Mololahvalley,302.2RGQL,302.2RG,170,146,175,152,209,235,153,0.962147428,QL2017
Mololahvalley,219.2RGQL,219.2RG,168,146,175,156,203,235,157,0.962142843,QL2017
Saharafarms,333.1RGQL,333.1RG,159,143,184,150,205,235,153,0.961927019,QL2017
Beerwah1,99.3RGQL,99.3RG,168,143,178,154,209,235,137,0.961917378,QL2017
Beerwah2,431.4RGQL,431.4RG,168,143,184,150,205,235,140,0.961658332,QL2017
Beerwah2,45.4RGQL,45.4RG,161,143,181,152,203,235,149,0.961647138,QL2017
Mololahvalley,402.2RGQL,402.2RG,168,146,184,156,210,233,137,0.961596696,QL2017
Mololahvalley,126.2RGQL,126.2RG,168,146,181,154,206,233,137,0.961537977,QL2017
Beerwah2,285.4RGQL,285.4RG,168,152,184,132,201,235,137,0.961234464,QL2017
Beerwah1,430.3RGQL,430.3RG,157,143,175,150,195,233,140,0.961125989,QL2017
Saharafarms,270.1RGQL,270.1RG,157,146,175,182,203,235,153,0.960914964,QL2017
Saharafarms,297.1RGQL,297.1RG,168,146,184,134,210,231,137,0.960697549,QL2017
Beerwah1,30.3RGQL,30.3RG,159,143,181,152,206,233,140,0.960647153,QL2017
Mololahvalley,243.2RGQL,243.2RG,168,146,175,152,195,235,157,0.960352646,QL2017
Beerwah3,43.5RGQL,43.5RG,170,146,178,154,203,233,137,0.960102283,QL2017
Beerwah3,243.5RGQL,243.5RG,159,146,175,184,203,233,137,0.959989139,QL2017
Saharafarms,359.1RGQL,359.1RG,159,146,175,182,203,231,153,0.959955372,QL2017
Mololahvalley,487.2RGQL,487.2RG,168,143,175,152,203,235,160,0.959886948,QL2017
Mololahvalley,155.2RGQL,155.2RG,168,152,184,154,201,231,140,0.959811764,QL2017
Beerwah1,466.3RGQL,466.3RG,161,143,184,150,201,235,153,0.95980614,QL2017
Beerwah3,320.5RGQL,320.5RG,161,143,184,152,203,231,153,0.95970202,QL2017
Beerwah3,383.5RGQL,383.5RG,161,143,184,152,203,231,153,0.95970202,QL2017
Beerwah2,106.4RGQL,106.4RG,159,146,184,154,215,235,153,0.959491616,QL2017
Beerwah3,149.5RGQL,149.5RG,159,143,178,180,201,235,137,0.959451727,QL2017
Saharafarms,194.1RGQL,194.1RG,157,152,175,152,209,233,140,0.959030352,QL2017
Beerwah1,473.3RGQL,473.3RG,159,146,175,148,203,233,153,0.958897576,QL2017
Saharafarms,134.1RGQL,134.1RG,168,143,178,154,212,235,137,0.958825313,QL2017
Mololahvalley,298.2RGQL,298.2RG,168,146,181,156,203,235,137,0.958663262,QL2017
Beerwah3,138.5RGQL,138.5RG,159,152,175,154,212,231,137,0.958591955,QL2017
Beerwah3,148.5RGQL,148.5RG,159,152,175,154,212,231,137,0.958591955,QL2017
Mololahvalley,501.2RGQL,501.2RG,168,146,184,178,203,235,153,0.958402702,QL2017
Beerwah1,226.3RGQL,226.3RG,168,143,181,152,209,235,140,0.958335164,QL2017
Beerwah3,259.5RGQL,259.5RG,168,146,175,166,201,233,140,0.958267375,QL2017
Beerwah2,366.4RGQL,366.4RG,168,143,178,152,209,233,140,0.958261988,QL2017
Mololahvalley,420.2RGQL,420.2RG,168,143,175,152,215,231,140,0.958147385,QL2017
Saharafarms,230.1RGQL,230.1RG,163,146,175,154,203,231,137,0.958139032,QL2017
Beerwah2,83.4RGQL,83.4RG,168,143,181,134,203,235,149,0.95805697,QL2017
Mololahvalley,289.2RGQL,289.2RG,168,143,181,134,201,231,137,0.958055135,QL2017
Beerwah1,28.3RGQL,28.3RG,159,152,181,152,203,233,153,0.957985958,QL2017
Beerwah2,212.4RGQL,212.4RG,168,152,175,150,210,233,137,0.957963399,QL2017
Beerwah1,11.3RGQL,11.3RG,168,146,181,154,210,235,149,0.957886463,QL2017
Beerwah3,254.5RGQL,254.5RG,168,152,175,152,209,235,149,0.957836703,QL2017
Mololahvalley,307.2RGQL,307.2RG,168,152,175,178,201,233,137,0.95772635,QL2017
Beerwah1,56.3RGQL,56.3RG,161,146,184,152,210,233,153,0.957585139,QL2017
Mololahvalley,433.2RGQL,433.2RG,159,152,181,152,203,235,149,0.957487526,QL2017
Beerwah2,297.4RGQL,297.4RG,168,146,184,158,203,235,140,0.957410972,QL2017
