Collection site,name0,name1,Al1,Al2,Al3,Al4,Al5,Al6,Al7,Old prob,Cluster
25 Strickland Ave.,40.4RGSYD8,40.4RG,168,152,184,152,205,235,153,0.989523554,PC2018
Ros House Woodland street,59.13RGSYD8,59.13RG,168,146,175,164,201,235,137,0.98960927,PC2018
38 Park Ave Ashfield,18.12RGSYD8,18.12RG,168,143,181,148,203,235,137,0.989711496,PC2018
38 Park Ave Ashfield,34.12RGSYD8,34.12RG,168,143,181,148,203,235,137,0.989711496,PC2018
38 Park Ave Ashfield,59.12RGSYD8,59.12RG,168,143,181,148,203,235,137,0.989711496,PC2018
38 Park Ave Ashfield,63.12RGSYD8,63.12RG,168,143,181,148,203,235,137,0.989711496,PC2018
Ros House Woodland street,124.13RGSYD8,124.13RG,159,146,181,152,195,233,137,0.989758027,PC2018
Ros House Woodland street,33.13RGSYD8,33.13RG,157,146,184,150,206,233,137,0.990054781,PC2018
430 Mona Vale Rd.,110.1RGSYD8,110.1RG,157,149,175,152,201,235,149,0.99012908,PC2018
430 Mona Vale Rd.,59.3RGSYD8,59.3RG,159,143,187,134,203,233,149,0.990133797,PC2018
Ros House Woodland street,112.13RGSYD8,112.13RG,168,146,175,152,210,233,157,0.990186956,PC2018
4 Goodlet St. Surry Hills,54.17RGSYD8,54.17RG,168,143,169,150,203,233,137,0.990278766,PC2018
4 Goodlet St. Surry Hills,57.17RGSYD8,57.17RG,168,143,169,150,203,233,137,0.990278766,PC2018
92 Griffiths St. balgowlah,56.18RGSYD8,56.18RG,168,146,184,180,205,233,149,0.990295756,PC2018
25 Strickland Ave.,15.4RGSYD8,15.4RG,161,152,175,152,205,235,149,0.990368259,PC2018
Ros House Woodland street,91.13RGSYD8,91.13RG,159,146,187,150,201,233,137,0.990634403,PC2018
20 Philip Rd Mona Vale,127.9RGSYD8,127.9RG,159,143,178,154,203,231,140,0.990802008,PC2018
7th Fourth Avenue Jannali,137.11RGSYD8,137.11RG,159,146,175,132,201,233,140,0.990811769,PC2018
Ros House Woodland street,31.13RGSYD8,31.13RG,159,143,175,176,203,235,137,0.990843887,PC2018
92 Griffiths St. balgowlah,90.18RGSYD8,90.18RG,168,146,187,152,203,235,137,0.990888939,PC2018
67-71 Eton St Sutherland,31.6RGSYD8,31.6RG,170,146,184,136,201,235,149,0.990943405,PC2018
1 Oberon Cresc,24.8RGSYD8,24.8RG,170,143,184,156,206,233,137,0.990983797,PC2018
20 Philip Rd Mona Vale,114.9RGSYD8,114.9RG,170,143,181,154,199,235,149,0.991009022,PC2018
38 Park Ave Ashfield,2.12RGSYD8,2.12RG,168,143,181,148,205,233,137,0.99104189,PC2018
38 Park Ave Ashfield,39.12RGSYD8,39.12RG,168,143,181,148,205,233,137,0.99104189,PC2018
beauford Ave Ros parents,138.14RGSYD8,138.14RG,157,143,184,132,203,235,137,0.991338582,PC2018
92 Griffiths St. balgowlah,79.18RGSYD8,79.18RG,168,146,175,148,201,233,140,0.991447433,PC2018
38 Park Ave Ashfield,61.12RGSYD8,61.12RG,168,152,175,154,203,233,140,0.991448632,PC2018
UNISYD,44.2RGSYD8,44.2RG,157,152,175,150,203,235,137,0.991476276,PC2018
UNISYD,40.2RGSYD8,40.2RG,166,143,175,152,203,235,157,0.991593519,PC2018
92 Griffiths St. balgowlah,95.18RGSYD8,95.18RG,159,146,181,134,205,233,137,0.991729796,PC2018
92 Griffiths St. balgowlah,19.18RGSYD8,19.18RG,172,146,184,152,206,235,137,0.991741506,PC2018
7th Fourth Avenue Jannali,148.11RGSYD8,148.11RG,170,146,184,154,199,233,137,0.991877824,PC2018
67-71 Eton St Sutherland,67.6RGSYD8,67.6RG,170,143,175,136,203,235,153,0.991883006,PC2018
7th Fourth Avenue Jannali,182.11RGSYD8,182.11RG,166,143,184,154,210,233,137,0.991981728,PC2018
Strickland Avenue 25,4.15RGSYD8,4.15RG,168,152,184,152,205,231,153,0.992071684,PC2018
25 Strickland Ave.,65.4RGSYD8,65.4RG,168,152,184,152,205,231,153,0.992071684,PC2018
20 Philip Rd Mona Vale,69.9RGSYD8,69.9RG,163,143,184,150,205,233,149,0.992094638,PC2018
UNISYD,80.2RGSYD8,80.2RG,168,146,175,158,203,231,149,0.992120301,PC2018
20 Philip Rd Mona Vale,128.9RGSYD8,128.9RG,159,143,184,152,199,231,153,0.992129132,PC2018
beauford Ave Ros parents,30.14RGSYD8,30.14RG,159,143,175,170,201,233,137,0.99213732,PC2018
67-71 Eton St Sutherland,183.6RGSYD8,183.6RG,170,146,184,136,201,233,137,0.992194924,PC2018
7th Fourth Avenue Jannali,57.11RGSYD8,57.11RG,166,143,175,154,210,233,153,0.99239493,PC2018
UNISYD,89.2RGSYD8,89.2RG,159,143,169,150,209,233,137,0.992400453,PC2018
7th Fourth Avenue Jannali,47.11RGSYD8,47.11RG,172,143,184,134,209,233,153,0.992414061,PC2018
8 Treatts Rd,105.5RGSYD8,105.5RG,170,149,184,152,210,233,149,0.992416529,PC2018
38 Park Ave Ashfield,40.12RGSYD8,40.12RG,157,146,178,152,206,235,149,0.992417765,PC2018
7th Fourth Avenue Jannali,44.11RGSYD8,44.11RG,166,143,184,138,203,233,137,0.992444266,PC2018
92 Griffiths St. balgowlah,52.18RGSYD8,52.18RG,159,146,175,148,206,233,137,0.992621008,PC2018
38 Park Ave Ashfield,36.12RGSYD8,36.12RG,166,146,181,154,201,231,149,0.992922734,PC2018
4 Goodlet St. Surry Hills,69.17RGSYD8,69.17RG,159,143,175,182,210,235,149,0.992924994,PC2018
Ros House Woodland street,79.13RGSYD8,79.13RG,159,159,175,150,203,233,137,0.992997593,PC2018
beauford Ave Ros parents,24.14RGSYD8,24.14RG,159,143,175,136,203,231,137,0.993072004,PC2018
Ros House Woodland street,126.13RGSYD8,126.13RG,168,143,169,150,209,233,137,0.993098336,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,94.19RGSYD8,94.19RG,157,146,181,152,205,235,153,0.99323372,PC2018
beauford Ave Ros parents,39.14RGSYD8,39.14RG,170,146,184,150,201,229,149,0.993355204,PC2018
8 Treatts Rd,19.5RGSYD8,19.5RG,170,146,175,152,218,233,137,0.993387494,PC2018
67-71 Eton St Sutherland,96.6RGSYD8,96.6RG,172,143,184,152,199,235,149,0.993694622,PC2018
20 Philip Rd Mona Vale,51.9RGSYD8,51.9RG,170,146,187,154,205,235,149,0.993771037,PC2018
UNISYD,81.2RGSYD8,81.2RG,159,146,175,158,209,231,149,0.993841317,PC2018
92 Griffiths St. balgowlah,140.18RGSYD8,140.18RG,166,146,175,154,210,235,149,0.993843323,PC2018
UNISYD,129.2RGSYD8,129.2RG,159,132,184,150,203,235,137,0.993874304,PC2018
1 Oberon Cresc,55.8RGSYD8,55.8RG,168,146,178,134,203,235,137,0.993919116,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,61.19RGSYD8,61.19RG,168,146,175,154,209,231,157,0.993947644,PC2018
92 Griffiths St. balgowlah,3.18RGSYD8,3.18RG,157,143,184,164,205,233,149,0.994001363,PC2018
Ros House Woodland street,2.13RGSYD8,2.13RG,159,146,175,145,203,235,137,0.994033856,PC2018
4 Goodlet St. Surry Hills,60.7RGSYD8,60.7RG,157,146,175,152,201,237,149,0.994061454,PC2018
7th Fourth Avenue Jannali,80.11RGSYD8,80.11RG,170,137,175,150,201,235,149,0.994089041,PC2018
25 Strickland Ave.,11.4RGSYD8,11.4RG,161,152,184,152,209,231,149,0.994187084,PC2018
25 Strickland Ave.,25.4RGSYD8,25.4RG,161,152,184,152,209,231,149,0.994187084,PC2018
Ros House Woodland street,53.13RGSYD8,53.13RG,159,143,184,152,189,233,137,0.994256411,PC2018
67-71 Eton St Sutherland,171.6RGSYD8,171.6RG,172,143,175,152,203,229,149,0.994298932,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,51.19RGSYD8,51.19RG,157,143,175,164,203,233,153,0.994368419,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,130.19RGSYD8,130.19RG,157,143,175,164,203,233,153,0.994368419,PC2018
92 Griffiths St. balgowlah,25.18RGSYD8,25.18RG,157,143,175,172,201,231,137,0.994388115,PC2018
7th Fourth Avenue Jannali,186.11RGSYD8,186.11RG,157,146,184,132,203,233,137,0.994393959,PC2018
1 Oberon Cresc,71.8RGSYD8,71.8RG,170,149,175,150,206,233,149,0.994428376,PC2018
Ros House Woodland street,7.13RGSYD8,7.13RG,159,146,184,152,199,231,137,0.994509551,PC2018
Strickland Avenue 25,17.15RGSYD8,17.15RG,168,151,175,152,209,231,149,0.994540951,PC2018
4 Goodlet St. Surry Hills,19.7RGSYD8,19.7RG,168,143,184,132,205,231,153,0.994543703,PC2018
92 Griffiths St. balgowlah,38.18RGSYD8,38.18RG,168,132,175,154,209,231,137,0.994601324,PC2018
4 Goodlet St. Surry Hills,28.17RGSYD8,28.17RG,168,146,184,154,205,233,157,0.994730218,PC2018
67-71 Eton St Sutherland,4.6RGSYD8,4.6RG,159,140,175,154,209,235,137,0.994774238,PC2018
20 Philip Rd Mona Vale,5.9RGSYD8,5.9RG,159,146,175,180,205,235,137,0.994830808,PC2018
Ros House Woodland street,165.13RGSYD8,165.13RG,168,152,184,134,209,233,137,0.99494866,PC2018
beauford Ave Ros parents,28.14RGSYD8,28.14RG,159,146,178,132,203,233,137,0.994956821,PC2018
UNISYD,118.2RGSYD8,118.2RG,170,146,178,134,201,233,140,0.995039225,PC2018
38 Park Ave Ashfield,83.12RGSYD8,83.12RG,168,143,184,182,203,235,153,0.995074709,PC2018
38 Park Ave Ashfield,16.12RGSYD8,16.12RG,168,143,181,148,205,235,137,0.995081347,PC2018
38 Park Ave Ashfield,93.12RGSYD8,93.12RG,168,143,181,148,205,235,137,0.995081347,PC2018
Ros House Woodland street,92.13RGSYD8,92.13RG,159,143,184,176,203,235,137,0.995082021,PC2018
Ros House Woodland street,185.13RGSYD8,185.13RG,159,143,184,176,203,235,137,0.995082021,PC2018
Ros House Woodland street,9.13RGSYD8,9.13RG,159,140,178,152,203,233,137,0.995127704,PC2018
UNISYD,9.2RGSYD8,9.2RG,159,146,184,158,203,231,149,0.995340399,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,175.19RGSYD8,175.19RG,157,143,184,150,206,233,140,0.995355875,PC2018
UNISYD,78.2RGSYD8,78.2RG,157,152,184,150,203,235,137,0.995422369,PC2018
92 Griffiths St. balgowlah,44.18RGSYD8,44.18RG,159,143,175,156,210,233,153,0.995470255,PC2018
Ros House Woodland street,74.13RGSYD8,74.13RG,172,152,184,152,210,233,149,0.995501269,PC2018
beauford Ave Ros parents,26.14RGSYD8,26.14RG,170,146,175,156,205,235,153,0.995646817,PC2018
4 Goodlet St. Surry Hills,32.7RGSYD8,32.7RG,161,143,184,134,203,235,153,0.995659272,PC2018
beauford Ave Ros parents,7.14RGSYD8,7.14RG,159,152,175,132,201,233,153,0.995669035,PC2018
UNISYD,30.2RGSYD8,30.2RG,168,146,187,150,209,233,137,0.995716203,PC2018
4 Goodlet St. Surry Hills,38.17RGSYD8,38.17RG,161,146,175,132,203,233,137,0.995753573,PC2018
4 Goodlet St. Surry Hills,56.17RGSYD8,56.17RG,161,146,175,132,203,233,137,0.995753573,PC2018
67-71 Eton St Sutherland,52.6RGSYD8,52.6RG,170,146,175,136,201,235,153,0.995936751,PC2018
Ros House Woodland street,42.13RGSYD8,42.13RG,168,146,184,134,210,233,153,0.996014235,PC2018
UNISYD,65.2RGSYD8,65.2RG,157,152,181,152,203,233,153,0.996042841,PC2018
20 Philip Rd Mona Vale,124.9RGSYD8,124.9RG,157,143,184,148,205,233,153,0.996064613,PC2018
25 Strickland Ave.,55.4RGSYD8,55.4RG,161,152,184,152,205,231,149,0.996086972,PC2018
25 Strickland Ave.,63.4RGSYD8,63.4RG,161,152,184,152,205,231,149,0.996086972,PC2018
92 Griffiths St. balgowlah,103.18RGSYD8,103.18RG,159,143,169,150,210,233,149,0.996180504,PC2018
UNISYD,88.2RGSYD8,88.2RG,157,132,175,154,209,233,137,0.996200889,PC2018
UNISYD,14.2RGSYD8,14.2RG,170,146,181,154,212,233,137,0.996406593,PC2018
UNISYD,134.2RGSYD8,134.2RG,168,152,175,154,203,231,140,0.996449545,PC2018
UNISYD,66.2RGSYD8,66.2RG,168,146,175,158,206,233,149,0.996527064,PC2018
25 Strickland Ave.,16.4RGSYD8,16.4RG,161,152,175,152,209,235,153,0.996553971,PC2018
92 Griffiths St. balgowlah,148.18RGSYD8,148.18RG,159,143,175,148,206,233,140,0.996556604,PC2018
Ros House Woodland street,186.13RGSYD8,186.13RG,159,143,184,188,203,235,137,0.996718655,PC2018
92 Griffiths St. balgowlah,169.18RGSYD8,169.18RG,159,146,184,158,201,231,137,0.9968953,PC2018
Ros House Woodland street,144.13RGSYD8,144.13RG,161,143,181,156,201,233,149,0.996915613,PC2018
8 Treatts Rd,59.5RGSYD8,59.5RG,170,149,175,150,203,231,153,0.996957186,PC2018
38 Park Ave Ashfield,164.12RGSYD8,164.12RG,168,132,175,154,203,233,140,0.996963956,PC2018
UNISYD,48.2RGSYD8,48.2RG,168,146,181,172,201,233,137,0.997013045,PC2018
7th Fourth Avenue Jannali,113.11RGSYD8,113.11RG,172,143,184,152,199,235,137,0.997019274,PC2018
Strickland Avenue 25,12.15RGSYD8,12.15RG,168,151,184,152,209,231,149,0.997070334,PC2018
430 Mona Vale Rd.,161.1RGSYD8,161.1RG,170,137,175,152,209,231,137,0.997072907,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,3.19RGSYD8,3.19RG,168,143,175,180,197,233,149,0.997118439,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,135.19RGSYD8,135.19RG,168,143,175,180,197,233,149,0.997118439,PC2018
38 Park Ave Ashfield,72.12RGSYD8,72.12RG,159,146,184,172,203,231,137,0.997140151,PC2018
4 Goodlet St. Surry Hills,62.17RGSYD8,62.17RG,168,146,175,132,205,233,140,0.997171812,PC2018
92 Griffiths St. balgowlah,184.18RGSYD8,184.18RG,159,146,175,148,210,231,137,0.997177325,PC2018
92 Griffiths St. balgowlah,54.18RGSYD8,54.18RG,159,146,184,148,201,235,140,0.997225141,PC2018
4 Goodlet St. Surry Hills,2.7RGSYD8,2.7RG,166,146,181,152,203,233,140,0.997314879,PC2018
UNISYD,95.2RGSYD8,95.2RG,157,146,175,160,206,233,137,0.997328888,PC2018
38 Park Ave Ashfield,47.12RGSYD8,47.12RG,157,143,184,172,203,233,153,0.997379467,PC2018
25 Strickland Ave.,33.4RGSYD8,33.4RG,161,152,175,152,209,231,153,0.997394378,PC2018
25 Strickland Ave.,44.4RGSYD8,44.4RG,161,152,175,152,209,231,153,0.997394378,PC2018
92 Griffiths St. balgowlah,4.18RGSYD8,4.18RG,157,140,175,154,201,233,153,0.997446634,PC2018
20 Philip Rd Mona Vale,92.9RGSYD8,92.9RG,157,143,178,152,203,231,157,0.997453177,PC2018
4 Goodlet St. Surry Hills,14.17RGSYD8,14.17RG,157,146,175,134,201,231,140,0.997552042,PC2018
Ros House Woodland street,8.13RGSYD8,8.13RG,159,146,178,154,206,235,153,0.997572863,PC2018
20 Philip Rd Mona Vale,87.9RGSYD8,87.9RG,159,146,184,156,201,233,140,0.997652565,PC2018
25 Strickland Ave.,3.4RGSYD8,3.4RG,161,152,175,152,205,235,153,0.99768117,PC2018
25 Strickland Ave.,12.4RGSYD8,12.4RG,161,152,175,152,205,235,153,0.99768117,PC2018
UNISYD,85.2RGSYD8,85.2RG,168,159,175,134,201,233,137,0.997766682,PC2018
38 Park Ave Ashfield,15.12RGSYD8,15.12RG,166,146,187,152,201,233,137,0.997814369,PC2018
92 Griffiths St. balgowlah,61.18RGSYD8,61.18RG,168,146,184,176,201,233,153,0.997928198,PC2018
92 Griffiths St. balgowlah,88.18RGSYD8,88.18RG,159,146,178,158,201,235,149,0.997929423,PC2018
4 Goodlet St. Surry Hills,88.7RGSYD8,88.7RG,168,152,175,158,209,233,149,0.997935923,PC2018
92 Griffiths St. balgowlah,117.18RGSYD8,117.18RG,159,143,169,152,210,231,137,0.997938921,PC2018
38 Park Ave Ashfield,45.12RGSYD8,45.12RG,159,146,184,156,205,231,137,0.998007384,PC2018
25 Strickland Ave.,60.4RGSYD8,60.4RG,168,151,175,150,209,231,149,0.998017506,PC2018
Ros House Woodland street,73.13RGSYD8,73.13RG,159,132,184,154,206,233,137,0.998019486,PC2018
UNISYD,86.2RGSYD8,86.2RG,159,132,184,154,206,233,137,0.998019486,PC2018
38 Park Ave Ashfield,33.12RGSYD8,33.12RG,159,146,178,145,201,233,137,0.998038642,PC2018
UNISYD,4.2RGSYD8,4.2RG,157,143,184,154,199,235,137,0.998088084,PC2018
beauford Ave Ros parents,84.14RGSYD8,84.14RG,170,146,178,132,206,235,149,0.998137843,PC2018
4 Goodlet St. Surry Hills,49.7RGSYD8,49.7RG,159,146,181,154,212,231,149,0.998189532,PC2018
beauford Ave Ros parents,115.14RGSYD8,115.14RG,170,143,175,160,209,232,149,0.998194318,PC2018
beauford Ave Ros parents,59.14RGSYD8,59.14RG,157,146,175,132,210,233,137,0.998241103,PC2018
25 Strickland Ave.,53.4RGSYD8,53.4RG,161,152,175,152,205,231,153,0.998246921,PC2018
UNISYD,34.2RGSYD8,34.2RG,159,152,184,158,203,233,149,0.998280821,PC2018
38 Park Ave Ashfield,137.12RGSYD8,137.12RG,159,140,178,154,203,233,137,0.998282715,PC2018
Ros House Woodland street,85.13RGSYD8,85.13RG,168,143,178,182,209,235,137,0.998363845,PC2018
67-71 Eton St Sutherland,161.6RGSYD8,161.6RG,170,143,175,152,206,233,151,0.998404837,PC2018
UNISYD,16.2RGSYD8,16.2RG,157,143,175,172,203,233,140,0.998412691,PC2018
UNISYD,82.2RGSYD8,82.2RG,157,132,184,150,203,233,153,0.998494387,PC2018
38 Park Ave Ashfield,126.12RGSYD8,126.12RG,159,146,178,150,206,233,140,0.998518623,PC2018
beauford Ave Ros parents,123.14RGSYD8,123.14RG,159,143,178,132,206,235,137,0.998576113,PC2018
25 Strickland Ave.,5.4RGSYD8,5.4RG,161,152,184,152,209,231,153,0.998602589,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,115.19RGSYD8,115.19RG,157,143,184,164,203,231,153,0.998747173,PC2018
Strickland Avenue 25,11.15RGSYD8,11.15RG,161,152,184,152,205,235,153,0.99875648,PC2018
Ros House Woodland street,72.13RGSYD8,72.13RG,159,143,184,134,212,235,153,0.998770191,PC2018
Ros House Woodland street,147.13RGSYD8,147.13RG,159,132,178,152,203,233,140,0.998787834,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,25.19RGSYD8,25.19RG,168,143,175,180,197,231,149,0.998805594,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,46.19RGSYD8,46.19RG,168,143,175,180,197,231,149,0.998805594,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,104.19RGSYD8,104.19RG,168,143,175,180,197,231,149,0.998805594,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,145.19RGSYD8,145.19RG,168,143,175,180,197,231,149,0.998805594,PC2018
430 Mona Vale Rd.,145.3RGSYD8,145.3RG,166,149,175,150,201,235,149,0.998853975,PC2018
92 Griffiths St. balgowlah,31.18RGSYD8,31.18RG,159,143,181,152,212,231,140,0.998868812,PC2018
92 Griffiths St. balgowlah,138.18RGSYD8,138.18RG,159,146,175,148,210,233,140,0.998875001,PC2018
UNISYD,101.2RGSYD8,101.2RG,161,146,181,134,201,231,137,0.998909058,PC2018
UNISYD,144.2RGSYD8,144.2RG,161,146,175,134,206,235,137,0.998970605,PC2018
8 Treatts Rd,58.5RGSYD8,58.5RG,168,152,178,152,195,233,137,0.998996693,PC2018
38 Park Ave Ashfield,53.12RGSYD8,53.12RG,157,143,178,132,205,235,137,0.999014343,PC2018
20 Philip Rd Mona Vale,93.9RGSYD8,93.9RG,168,143,175,178,205,231,153,0.999015617,PC2018
25 Strickland Ave.,49.4RGSYD8,49.4RG,161,152,184,152,205,231,153,0.999059999,PC2018
UNISYD,70.2RGSYD8,70.2RG,157,143,175,156,209,235,140,0.999098957,PC2018
92 Griffiths St. balgowlah,137.18RGSYD8,137.18RG,157,143,184,152,212,231,140,0.999114488,PC2018
67-71 Eton St Sutherland,137.6RGSYD8,137.6RG,157,146,175,154,195,233,140,0.999127863,PC2018
UNISYD,91.2RGSYD8,91.2RG,170,149,175,132,203,235,137,0.999187645,PC2018
Ros House Woodland street,3.13RGSYD8,3.13RG,159,146,184,184,209,233,149,0.999202627,PC2018
Ros House Woodland street,66.13RGSYD8,66.13RG,157,146,178,160,205,231,149,0.999217284,PC2018
67-71 Eton St Sutherland,58.6RGSYD8,58.6RG,157,132,181,152,203,235,153,0.999231057,PC2018
beauford Ave Ros parents,132.14RGSYD8,132.14RG,157,132,181,152,203,235,153,0.999231057,PC2018
8 Treatts Rd,75.5RGSYD8,75.5RG,170,156,184,134,203,233,149,0.999293275,PC2018
92 Griffiths St. balgowlah,166.18RGSYD8,166.18RG,159,143,184,158,195,231,149,0.999298183,PC2018
92 Griffiths St. balgowlah,126.18RGSYD8,126.18RG,168,146,184,176,205,233,153,0.999299317,PC2018
38 Park Ave Ashfield,85.12RGSYD8,85.12RG,159,146,175,154,203,235,142,0.999305597,PC2018
UNISYD,21.2RGSYD8,21.2RG,157,143,181,182,209,235,137,0.999322819,PC2018
8 Treatts Rd,41.5RGSYD8,41.5RG,159,132,178,152,203,235,140,0.999335601,PC2018
20 Philip Rd Mona Vale,165.9RGSYD8,165.9RG,168,132,184,134,205,235,137,0.999339483,PC2018
38 Park Ave Ashfield,9.12RGSYD8,9.12RG,161,146,181,152,206,233,140,0.999377096,PC2018
4 Goodlet St. Surry Hills,60.17RGSYD8,60.17RG,168,132,181,154,210,233,137,0.999439953,PC2018
4 Goodlet St. Surry Hills,73.17RGSYD8,73.17RG,170,140,175,138,209,231,153,0.999445344,PC2018
Ros House Woodland street,116.13RGSYD8,116.13RG,168,143,184,188,206,235,137,0.999456694,PC2018
Ros House Woodland street,168.13RGSYD8,168.13RG,168,143,178,188,209,235,137,0.999497161,PC2018
67-71 Eton St Sutherland,121.6RGSYD8,121.6RG,170,143,184,138,203,229,153,0.999508785,PC2018
Ros House Woodland street,37.13RGSYD8,37.13RG,172,152,184,156,203,233,149,0.99952619,PC2018
38 Park Ave Ashfield,152.12RGSYD8,152.12RG,159,146,178,182,203,235,153,0.999542195,PC2018
4 Goodlet St. Surry Hills,46.7RGSYD8,46.7RG,159,143,184,132,203,237,137,0.999576434,PC2018
Ros House Woodland street,129.13RGSYD8,129.13RG,168,143,178,182,206,235,137,0.999579413,PC2018
38 Park Ave Ashfield,114.12RGSYD8,114.12RG,168,146,178,182,203,235,153,0.999584373,PC2018
38 Park Ave Ashfield,73.12RGSYD8,73.12RG,168,146,181,132,195,235,149,0.99959708,PC2018
38 Park Ave Ashfield,21.12RGSYD8,21.12RG,166,146,181,154,212,233,149,0.999631226,PC2018
beauford Ave Ros parents,102.14RGSYD8,102.14RG,159,143,169,145,203,235,149,0.999647772,PC2018
UNISYD,53.2RGSYD8,53.2RG,159,143,182,154,201,235,153,0.999656121,PC2018
38 Park Ave Ashfield,125.12RGSYD8,125.12RG,168,152,178,154,206,235,153,0.999663448,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,28.19RGSYD8,28.19RG,168,146,175,172,195,233,153,0.999683155,PC2018
38 Park Ave Ashfield,88.12RGSYD8,88.12RG,159,143,181,182,201,235,157,0.999691158,PC2018
Ros House Woodland street,88.13RGSYD8,88.13RG,166,146,175,156,210,233,137,0.999733388,PC2018
4 Goodlet St. Surry Hills,52.7RGSYD8,52.7RG,157,146,175,170,203,233,153,0.999733788,PC2018
38 Park Ave Ashfield,98.12RGSYD8,98.12RG,166,146,178,132,201,231,137,0.99975102,PC2018
Ros House Woodland street,86.13RGSYD8,86.13RG,157,146,175,152,205,235,142,0.999751215,PC2018
4 Goodlet St. Surry Hills,19.17RGSYD8,19.17RG,157,159,175,154,201,235,140,0.999770122,PC2018
92 Griffiths St. balgowlah,65.18RGSYD8,65.18RG,157,140,184,180,203,233,149,0.999786341,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,81.19RGSYD8,81.19RG,157,140,184,180,203,233,149,0.999786341,PC2018
430 Mona Vale Rd.,18.3RGSYD8,18.3RG,166,156,175,152,201,231,137,0.999804747,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,176.19RGSYD8,176.19RG,157,140,175,180,205,233,149,0.999809938,PC2018
Ros House Woodland street,109.13RGSYD8,109.13RG,166,146,175,132,195,233,137,0.99982199,PC2018
38 Park Ave Ashfield,51.12RGSYD8,51.12RG,168,159,184,182,209,233,149,0.999828898,PC2018
Ros House Woodland street,27.13RGSYD8,27.13RG,163,146,175,154,203,235,157,0.999832759,PC2018
8 Treatts Rd,65.5RGSYD8,65.5RG,159,143,175,154,210,235,143,0.999837286,PC2018
92 Griffiths St. balgowlah,14.18RGSYD8,14.18RG,168,140,184,154,197,231,149,0.999845787,PC2018
1 Oberon Cresc,45.8RGSYD8,45.8RG,170,132,178,152,209,237,149,0.99986413,PC2018
4 Goodlet St. Surry Hills,5.17RGSYD8,5.17RG,168,143,178,156,201,237,149,0.999870156,PC2018
92 Griffiths St. balgowlah,12.18RGSYD8,12.18RG,161,146,178,152,195,233,140,0.999871815,PC2018
38 Park Ave Ashfield,90.12RGSYD8,90.12RG,157,152,181,134,206,233,137,0.999872044,PC2018
67-71 Eton St Sutherland,150.6RGSYD8,150.6RG,170,137,184,152,209,235,157,0.999874071,PC2018
Kate´s place Unit 6 2-4 Wood st. Manley,186.19RGSYD8,186.19RG,157,140,175,164,203,231,149,0.999876128,PC2018
92 Griffiths St. balgowlah,116.18RGSYD8,116.18RG,168,151,175,156,201,235,137,0.999880017,PC2018
UNISYD,10.2RGSYD8,10.2RG,168,146,184,154,206,237,153,0.99988054,PC2018
38 Park Ave Ashfield,29.12RGSYD8,29.12RG,159,143,178,145,212,233,137,0.999880766,PC2018
